roi,cell_id,leiden_cluster,umap_1,umap_2,n_genes,total_counts,cell_type
Sample_007_Region,130691-sample_1_lv_0046706_007,15,7.6736665,1.3345695,0,136,F1
Sample_007_Region,130692-sample_1_lv_0046706_007,0,-4.202397,4.9569054,0,60,F1
Sample_007_Region,130693-sample_1_lv_0046706_007,10,13.41357,11.058051,0,112,F1
Sample_007_Region,130694-sample_1_lv_0046706_007,0,-3.5154226,5.767155,0,0,Differentiated_KC
Sample_007_Region,130695-sample_1_lv_0046706_007,0,-4.961201,6.4252152,0,0,Differentiated_KC
Sample_007_Region,130696-sample_1_lv_0046706_007,0,-5.952294,7.051374,0,23,F1
Sample_007_Region,130697-sample_1_lv_0046706_007,0,-6.079201,7.1968074,0,37,Th
Sample_007_Region,130698-sample_1_lv_0046706_007,0,-3.278161,6.3062787,0,102,F1
Sample_007_Region,130699-sample_1_lv_0046706_007,13,7.967312,11.706844,0,56,F2
Sample_007_Region,130700-sample_1_lv_0046706_007,0,-3.821203,8.455122,0,2,Macro_1
Sample_007_Region,130701-sample_1_lv_0046706_007,0,-5.478779,8.278749,0,245,Mono_mac
Sample_007_Region,130702-sample_1_lv_0046706_007,0,-4.530159,9.738285,0,23,F1
Sample_007_Region,130703-sample_1_lv_0046706_007,0,-5.742818,6.1779947,0,127,Pericyte_1
Sample_007_Region,130704-sample_1_lv_0046706_007,15,4.985806,12.531457,0,60,F1
Sample_007_Region,130705-sample_1_lv_0046706_007,0,-6.028897,6.5898557,0,24,F1
Sample_007_Region,130706-sample_1_lv_0046706_007,0,-6.1094985,6.7609754,0,41,Th
Sample_007_Region,130707-sample_1_lv_0046706_007,0,-5.5256968,9.295944,0,32,F1
Sample_007_Region,130708-sample_1_lv_0046706_007,11,9.749148,10.282963,0,48,F1
Sample_007_Region,130709-sample_1_lv_0046706_007,0,-3.4659555,6.6438355,0,207,F1
Sample_007_Region,130710-sample_1_lv_0046706_007,31,9.510679,-2.6744838,0,58,Undifferentiated_KC
Sample_007_Region,130711-sample_1_lv_0046706_007,17,3.6571467,11.20804,0,181,Undifferentiated_KC
Sample_007_Region,130712-sample_1_lv_0046706_007,1,6.5305457,10.162727,0,307,Undifferentiated_KC
Sample_007_Region,130713-sample_1_lv_0046706_007,6,14.542888,16.413502,0,493,Undifferentiated_KC
Sample_007_Region,130714-sample_1_lv_0046706_007,6,13.841186,16.460249,0,130,Undifferentiated_KC
Sample_007_Region,130715-sample_1_lv_0046706_007,17,3.90644,11.143725,0,233,Undifferentiated_KC
Sample_007_Region,130716-sample_1_lv_0046706_007,0,-4.1688223,6.491113,0,3,F1
Sample_007_Region,130717-sample_1_lv_0046706_007,6,13.376605,16.661015,0,256,Undifferentiated_KC
Sample_007_Region,130718-sample_1_lv_0046706_007,6,13.001238,16.658121,0,255,Undifferentiated_KC
Sample_007_Region,130719-sample_1_lv_0046706_007,4,15.784254,8.160968,0,496,Undifferentiated_KC
Sample_007_Region,130720-sample_1_lv_0046706_007,6,14.6812725,16.33705,0,397,Undifferentiated_KC
Sample_007_Region,130721-sample_1_lv_0046706_007,31,9.892821,-2.7042317,0,134,Undifferentiated_KC
Sample_007_Region,130722-sample_1_lv_0046706_007,6,13.543236,16.606194,0,544,Undifferentiated_KC
Sample_007_Region,130723-sample_1_lv_0046706_007,6,13.918775,14.363334,0,307,Undifferentiated_KC
Sample_007_Region,130724-sample_1_lv_0046706_007,6,14.027382,15.15528,0,232,Undifferentiated_KC
Sample_007_Region,130725-sample_1_lv_0046706_007,1,7.011322,10.129595,0,302,Undifferentiated_KC
Sample_007_Region,130726-sample_1_lv_0046706_007,6,13.93608,15.137818,0,227,Undifferentiated_KC
Sample_007_Region,130727-sample_1_lv_0046706_007,17,3.9722114,10.795905,0,161,Undifferentiated_KC
Sample_007_Region,130728-sample_1_lv_0046706_007,6,13.377536,14.929222,0,644,Undifferentiated_KC
Sample_007_Region,130729-sample_1_lv_0046706_007,31,10.951377,-1.4580786,0,338,Undifferentiated_KC
Sample_007_Region,130730-sample_1_lv_0046706_007,1,6.524749,10.092785,0,371,Undifferentiated_KC
Sample_007_Region,130731-sample_1_lv_0046706_007,6,14.511972,16.223814,0,367,Undifferentiated_KC
Sample_007_Region,130732-sample_1_lv_0046706_007,6,13.5025425,16.409565,0,924,Undifferentiated_KC
Sample_007_Region,130733-sample_1_lv_0046706_007,4,15.695941,8.069603,0,521,Undifferentiated_KC
Sample_007_Region,130734-sample_1_lv_0046706_007,17,3.793258,10.950815,0,459,Undifferentiated_KC
Sample_007_Region,130736-sample_1_lv_0046706_007,17,1.6229897,13.534223,0,381,Undifferentiated_KC
Sample_007_Region,130737-sample_1_lv_0046706_007,17,1.7553197,13.864174,0,346,Undifferentiated_KC
Sample_007_Region,130738-sample_1_lv_0046706_007,6,14.567858,14.546227,0,406,Undifferentiated_KC
Sample_007_Region,130739-sample_1_lv_0046706_007,23,6.061679,17.99495,0,772,Undifferentiated_KC
Sample_007_Region,130741-sample_1_lv_0046706_007,6,13.895849,15.603234,0,397,Undifferentiated_KC
Sample_007_Region,130742-sample_1_lv_0046706_007,17,2.244153,13.998752,0,182,Undifferentiated_KC
Sample_007_Region,130743-sample_1_lv_0046706_007,17,3.2223241,14.121867,0,81,Undifferentiated_KC
Sample_007_Region,130744-sample_1_lv_0046706_007,6,13.595757,14.483219,0,625,Undifferentiated_KC
Sample_007_Region,130745-sample_1_lv_0046706_007,6,13.626863,16.463722,0,656,Undifferentiated_KC
Sample_007_Region,130746-sample_1_lv_0046706_007,0,-5.028312,8.314349,0,86,F1
Sample_007_Region,130747-sample_1_lv_0046706_007,3,9.033958,4.8375745,0,382,Undifferentiated_KC
Sample_007_Region,130748-sample_1_lv_0046706_007,1,7.2955604,10.097743,0,847,Undifferentiated_KC
Sample_007_Region,130749-sample_1_lv_0046706_007,4,15.300478,10.0168085,0,777,Undifferentiated_KC
Sample_007_Region,130750-sample_1_lv_0046706_007,17,4.24106,10.506321,0,450,Undifferentiated_KC
Sample_007_Region,130751-sample_1_lv_0046706_007,3,9.026201,4.9382353,0,90,Undifferentiated_KC
Sample_007_Region,130752-sample_1_lv_0046706_007,4,16.180206,9.472724,0,84,Macro_1
Sample_007_Region,130753-sample_1_lv_0046706_007,0,-3.4222367,7.0031395,0,51,F1
Sample_007_Region,130754-sample_1_lv_0046706_007,16,5.1819186,7.0015774,0,251,F1
Sample_007_Region,130755-sample_1_lv_0046706_007,32,1.1772462,10.006501,0,35,F1
Sample_007_Region,130756-sample_1_lv_0046706_007,14,11.421227,3.8373547,0,160,Inf_mac
Sample_007_Region,130757-sample_1_lv_0046706_007,17,4.066727,10.769698,0,499,Undifferentiated_KC
Sample_007_Region,130758-sample_1_lv_0046706_007,17,2.017554,13.941799,0,211,Undifferentiated_KC
Sample_007_Region,130759-sample_1_lv_0046706_007,6,13.31823,16.703693,0,172,Undifferentiated_KC
Sample_007_Region,130760-sample_1_lv_0046706_007,6,13.307833,16.800648,0,348,Undifferentiated_KC
Sample_007_Region,130761-sample_1_lv_0046706_007,1,6.343213,10.218137,0,363,Undifferentiated_KC
Sample_007_Region,130762-sample_1_lv_0046706_007,17,3.6030715,11.221479,0,158,Undifferentiated_KC
Sample_007_Region,130763-sample_1_lv_0046706_007,6,14.497889,14.425254,0,870,Undifferentiated_KC
Sample_007_Region,130764-sample_1_lv_0046706_007,6,13.570861,14.603537,0,996,Undifferentiated_KC
Sample_007_Region,130765-sample_1_lv_0046706_007,3,9.117702,4.8394213,0,625,Undifferentiated_KC
Sample_007_Region,130766-sample_1_lv_0046706_007,6,14.118918,16.414587,0,569,Undifferentiated_KC
Sample_007_Region,130768-sample_1_lv_0046706_007,4,7.3521814,9.099598,0,864,Undifferentiated_KC
Sample_007_Region,130771-sample_1_lv_0046706_007,6,14.029181,15.72573,0,520,Undifferentiated_KC
Sample_007_Region,130772-sample_1_lv_0046706_007,1,6.5486913,10.245298,0,402,Undifferentiated_KC
Sample_007_Region,130778-sample_1_lv_0046706_007,6,13.510329,16.60767,0,341,Undifferentiated_KC
Sample_007_Region,130793-sample_1_lv_0046706_007,6,13.963604,15.610421,0,578,Undifferentiated_KC
Sample_007_Region,130794-sample_1_lv_0046706_007,6,14.444886,14.451583,0,283,Undifferentiated_KC
Sample_007_Region,130795-sample_1_lv_0046706_007,6,14.451044,15.431403,0,768,Undifferentiated_KC
Sample_007_Region,130796-sample_1_lv_0046706_007,6,14.775128,16.50756,0,620,F1
Sample_007_Region,130797-sample_1_lv_0046706_007,17,3.4872818,10.995082,0,123,Undifferentiated_KC
Sample_007_Region,130798-sample_1_lv_0046706_007,6,14.64384,16.468666,0,189,Inf_mac
Sample_007_Region,130802-sample_1_lv_0046706_007,6,14.635149,16.048096,0,784,Undifferentiated_KC
Sample_007_Region,130803-sample_1_lv_0046706_007,1,6.87376,10.155219,0,1212,Undifferentiated_KC
Sample_007_Region,130804-sample_1_lv_0046706_007,6,14.71354,14.657229,0,1029,Undifferentiated_KC
Sample_007_Region,130805-sample_1_lv_0046706_007,0,-5.911144,6.0044622,0,109,F1
Sample_007_Region,130806-sample_1_lv_0046706_007,17,4.573636,10.119712,0,333,Undifferentiated_KC
Sample_007_Region,130807-sample_1_lv_0046706_007,6,14.668825,16.272211,0,978,Undifferentiated_KC
Sample_007_Region,130808-sample_1_lv_0046706_007,7,6.4672856,9.295156,0,383,Undifferentiated_KC
Sample_007_Region,130809-sample_1_lv_0046706_007,6,14.608952,16.101328,0,735,Undifferentiated_KC
Sample_007_Region,130810-sample_1_lv_0046706_007,6,14.519976,16.1779,0,521,Undifferentiated_KC
Sample_007_Region,130811-sample_1_lv_0046706_007,0,-6.342933,6.891409,0,26,F1
Sample_007_Region,130812-sample_1_lv_0046706_007,17,4.182096,10.551369,0,279,Undifferentiated_KC
Sample_007_Region,130813-sample_1_lv_0046706_007,1,6.7583113,10.175472,0,347,Undifferentiated_KC
Sample_007_Region,130814-sample_1_lv_0046706_007,6,13.791725,14.400738,0,612,Undifferentiated_KC
Sample_007_Region,130815-sample_1_lv_0046706_007,19,20.22117,13.806058,0,386,Undifferentiated_KC
Sample_007_Region,130816-sample_1_lv_0046706_007,6,14.5459385,15.497539,0,681,Undifferentiated_KC
Sample_007_Region,130817-sample_1_lv_0046706_007,6,13.883434,14.392234,0,187,Undifferentiated_KC
Sample_007_Region,130818-sample_1_lv_0046706_007,3,9.320483,5.0827713,0,607,Undifferentiated_KC
Sample_007_Region,130819-sample_1_lv_0046706_007,1,7.178064,10.167923,0,654,Undifferentiated_KC
Sample_007_Region,130820-sample_1_lv_0046706_007,6,14.543864,16.364931,0,785,Undifferentiated_KC
Sample_007_Region,130821-sample_1_lv_0046706_007,17,2.4792533,9.7691145,0,42,Undifferentiated_KC
Sample_007_Region,130822-sample_1_lv_0046706_007,17,2.6352541,13.10389,0,200,Undifferentiated_KC
Sample_007_Region,130823-sample_1_lv_0046706_007,4,15.486511,7.3960094,0,139,Undifferentiated_KC
Sample_007_Region,130824-sample_1_lv_0046706_007,1,6.994051,10.079273,0,1190,Undifferentiated_KC
Sample_007_Region,130825-sample_1_lv_0046706_007,6,14.587558,14.459924,0,483,Undifferentiated_KC
Sample_007_Region,130826-sample_1_lv_0046706_007,23,6.2520595,18.157549,0,720,Undifferentiated_KC
Sample_007_Region,130827-sample_1_lv_0046706_007,7,15.564881,11.444732,0,828,Undifferentiated_KC
Sample_007_Region,130828-sample_1_lv_0046706_007,0,-4.7681994,9.189466,0,80,Pericyte_1
Sample_007_Region,130829-sample_1_lv_0046706_007,1,7.193117,10.217562,0,707,Undifferentiated_KC
Sample_007_Region,130830-sample_1_lv_0046706_007,23,6.0974727,18.009012,0,476,Undifferentiated_KC
Sample_007_Region,130831-sample_1_lv_0046706_007,16,5.9621983,7.037512,0,65,Undifferentiated_KC
Sample_007_Region,130832-sample_1_lv_0046706_007,21,16.533112,19.897152,0,676,Undifferentiated_KC
Sample_007_Region,130833-sample_1_lv_0046706_007,17,3.9421322,10.929796,0,430,Undifferentiated_KC
Sample_007_Region,130834-sample_1_lv_0046706_007,1,6.615078,10.208845,0,458,Undifferentiated_KC
Sample_007_Region,130835-sample_1_lv_0046706_007,21,16.709673,18.035254,0,610,Undifferentiated_KC
Sample_007_Region,130836-sample_1_lv_0046706_007,6,13.165401,16.729858,0,172,Undifferentiated_KC
Sample_007_Region,130837-sample_1_lv_0046706_007,6,14.377826,14.790428,0,1032,Undifferentiated_KC
Sample_007_Region,130838-sample_1_lv_0046706_007,4,15.59951,9.841694,0,775,Undifferentiated_KC
Sample_007_Region,130839-sample_1_lv_0046706_007,1,6.692292,10.091855,0,514,Undifferentiated_KC
Sample_007_Region,130840-sample_1_lv_0046706_007,4,7.442579,9.167706,0,568,Undifferentiated_KC
Sample_007_Region,130841-sample_1_lv_0046706_007,6,13.478918,16.353996,0,795,Undifferentiated_KC
Sample_007_Region,130842-sample_1_lv_0046706_007,0,-3.581455,6.7432065,0,62,F1
Sample_007_Region,130843-sample_1_lv_0046706_007,30,20.503326,4.857426,0,62,F1
Sample_007_Region,130844-sample_1_lv_0046706_007,0,-4.623005,8.310136,0,24,LE2
Sample_007_Region,130845-sample_1_lv_0046706_007,0,-2.7019098,5.8678384,0,24,F1
Sample_007_Region,130846-sample_1_lv_0046706_007,0,-4.8065214,5.790149,0,8,F1
Sample_007_Region,130847-sample_1_lv_0046706_007,0,-4.7048297,7.0886264,0,120,F3
Sample_007_Region,130848-sample_1_lv_0046706_007,5,13.635054,5.1234612,0,60,LE2
Sample_007_Region,130849-sample_1_lv_0046706_007,0,-5.3457947,6.74748,0,59,LE1
Sample_007_Region,130850-sample_1_lv_0046706_007,0,-7.0586824,7.123995,0,15,F1
Sample_007_Region,130851-sample_1_lv_0046706_007,20,16.243528,14.708038,0,70,Th
Sample_007_Region,130852-sample_1_lv_0046706_007,0,-5.8444133,7.3142624,0,24,F1
Sample_007_Region,130853-sample_1_lv_0046706_007,5,13.636332,5.1179795,0,132,moDC
Sample_007_Region,130854-sample_1_lv_0046706_007,0,-4.970918,5.1773868,0,149,Undifferentiated_KC
Sample_007_Region,130855-sample_1_lv_0046706_007,0,-4.3361692,8.12898,0,100,Undifferentiated_KC
Sample_007_Region,130856-sample_1_lv_0046706_007,0,-5.1370034,7.1425285,0,15,F1
Sample_007_Region,130857-sample_1_lv_0046706_007,0,-6.225416,6.140009,0,47,Pericyte_1
Sample_007_Region,130858-sample_1_lv_0046706_007,20,16.218193,14.330103,0,36,F3
Sample_007_Region,130859-sample_1_lv_0046706_007,16,6.8933377,7.5884724,0,86,F1
Sample_007_Region,130860-sample_1_lv_0046706_007,17,3.290879,13.923533,0,139,F1
Sample_007_Region,130861-sample_1_lv_0046706_007,0,-5.0864167,7.1720476,0,51,Th
Sample_007_Region,130862-sample_1_lv_0046706_007,0,-4.9514055,7.0063424,0,0,Differentiated_KC
Sample_007_Region,130863-sample_1_lv_0046706_007,16,5.5195136,7.6335826,0,135,F1
Sample_007_Region,130864-sample_1_lv_0046706_007,0,-3.9621997,6.4274664,0,8,F2
Sample_007_Region,130865-sample_1_lv_0046706_007,10,14.042888,11.051178,0,221,F3
Sample_007_Region,130866-sample_1_lv_0046706_007,10,13.680586,11.696672,0,7,Undifferentiated_KC
Sample_007_Region,130867-sample_1_lv_0046706_007,0,-5.620678,8.142173,0,100,Undifferentiated_KC
Sample_007_Region,130868-sample_1_lv_0046706_007,0,-4.143806,5.756153,0,3,VE1
Sample_007_Region,130869-sample_1_lv_0046706_007,16,6.7028775,6.789541,0,130,Pericyte_1
Sample_007_Region,130870-sample_1_lv_0046706_007,5,12.034837,5.384721,0,250,F3
Sample_007_Region,130871-sample_1_lv_0046706_007,5,11.952513,5.488819,0,250,F3
Sample_007_Region,130872-sample_1_lv_0046706_007,16,5.8585386,6.3648944,0,570,F3
Sample_007_Region,130873-sample_1_lv_0046706_007,0,-4.817657,8.856734,0,249,Pericyte_1
Sample_007_Region,130874-sample_1_lv_0046706_007,4,15.675949,9.7586565,0,29,Inf_mac
Sample_007_Region,130875-sample_1_lv_0046706_007,10,14.397645,10.819384,0,306,Th
Sample_007_Region,130876-sample_1_lv_0046706_007,0,-3.476164,7.6932454,0,6,F1
Sample_007_Region,130877-sample_1_lv_0046706_007,0,-4.590384,5.7640715,0,18,F1
Sample_007_Region,130878-sample_1_lv_0046706_007,0,-6.2909436,8.443588,0,47,Th
Sample_007_Region,130879-sample_1_lv_0046706_007,29,5.5828724,4.0605407,0,162,Mono_mac
Sample_007_Region,130880-sample_1_lv_0046706_007,8,11.727379,0.6657771,0,280,F1
Sample_007_Region,130881-sample_1_lv_0046706_007,4,15.749231,9.194864,0,40,F3
Sample_007_Region,130882-sample_1_lv_0046706_007,8,13.322553,0.47120515,0,240,F3
Sample_007_Region,130883-sample_1_lv_0046706_007,0,-2.6151016,7.276614,0,54,Macro_1
Sample_007_Region,130884-sample_1_lv_0046706_007,0,-4.2734985,7.130366,0,129,Undifferentiated_KC
Sample_007_Region,130885-sample_1_lv_0046706_007,0,-4.1897173,7.0970783,0,32,F1
Sample_007_Region,130886-sample_1_lv_0046706_007,17,3.793108,12.989713,0,73,F1
Sample_007_Region,130927-sample_1_lv_0046706_007,1,7.1021724,10.052683,0,602,Undifferentiated_KC
Sample_007_Region,130928-sample_1_lv_0046706_007,0,-4.440529,6.715723,0,79,Undifferentiated_KC
Sample_007_Region,130929-sample_1_lv_0046706_007,6,14.609519,16.249205,0,901,Undifferentiated_KC
Sample_007_Region,130930-sample_1_lv_0046706_007,1,7.222945,10.2126,0,891,Undifferentiated_KC
Sample_007_Region,130931-sample_1_lv_0046706_007,1,6.3565702,10.230583,0,185,Undifferentiated_KC
Sample_007_Region,130932-sample_1_lv_0046706_007,17,3.865535,11.125768,0,150,Undifferentiated_KC
Sample_007_Region,130933-sample_1_lv_0046706_007,17,3.8343093,11.05611,0,126,Undifferentiated_KC
Sample_007_Region,130934-sample_1_lv_0046706_007,17,3.919358,12.236898,0,338,Undifferentiated_KC
Sample_007_Region,130935-sample_1_lv_0046706_007,6,12.729873,13.683658,0,244,Undifferentiated_KC
Sample_007_Region,130936-sample_1_lv_0046706_007,0,-3.5305238,7.9300184,0,89,Undifferentiated_KC
Sample_007_Region,130937-sample_1_lv_0046706_007,3,9.208666,5.198054,0,216,Undifferentiated_KC
Sample_007_Region,130938-sample_1_lv_0046706_007,17,4.9497185,9.802269,0,289,Undifferentiated_KC
Sample_007_Region,130939-sample_1_lv_0046706_007,1,6.2739735,10.231315,0,104,Undifferentiated_KC
Sample_007_Region,130942-sample_1_lv_0046706_007,0,-5.910287,9.181219,0,8,Differentiated_KC
Sample_007_Region,130951-sample_1_lv_0046706_007,1,6.43603,10.196058,0,290,Undifferentiated_KC
Sample_007_Region,130952-sample_1_lv_0046706_007,21,16.358027,17.683428,0,186,Undifferentiated_KC
Sample_007_Region,130954-sample_1_lv_0046706_007,21,16.672565,18.048626,0,179,Undifferentiated_KC
Sample_007_Region,130955-sample_1_lv_0046706_007,1,6.307199,10.186652,0,214,Undifferentiated_KC
Sample_007_Region,130962-sample_1_lv_0046706_007,6,14.43979,16.040344,0,472,Undifferentiated_KC
Sample_007_Region,130963-sample_1_lv_0046706_007,6,14.417948,16.32868,0,705,Undifferentiated_KC
Sample_007_Region,130964-sample_1_lv_0046706_007,13,8.582324,11.973938,0,712,Undifferentiated_KC
Sample_007_Region,130965-sample_1_lv_0046706_007,1,6.593902,10.060047,0,308,Undifferentiated_KC
Sample_007_Region,130966-sample_1_lv_0046706_007,6,14.4863615,16.323824,0,337,Undifferentiated_KC
Sample_007_Region,130967-sample_1_lv_0046706_007,31,10.02712,-2.7723782,0,92,Undifferentiated_KC
Sample_007_Region,130968-sample_1_lv_0046706_007,0,-4.249145,6.234214,0,92,Inf_mac
Sample_007_Region,130969-sample_1_lv_0046706_007,0,-7.003217,7.4439907,0,36,F1
Sample_007_Region,130970-sample_1_lv_0046706_007,10,13.625017,11.1622095,0,29,F1
Sample_007_Region,130971-sample_1_lv_0046706_007,0,-3.3051863,5.4523234,0,20,F1
Sample_007_Region,130972-sample_1_lv_0046706_007,31,9.145487,-2.7981205,0,13,F1
Sample_007_Region,130973-sample_1_lv_0046706_007,17,3.7671137,14.157676,0,88,F1
Sample_007_Region,130974-sample_1_lv_0046706_007,0,-4.0027742,9.292441,0,0,Differentiated_KC
Sample_007_Region,130975-sample_1_lv_0046706_007,17,3.82869,13.085756,0,136,Undifferentiated_KC
Sample_007_Region,130976-sample_1_lv_0046706_007,6,12.731651,15.566696,0,130,Undifferentiated_KC
Sample_007_Region,130977-sample_1_lv_0046706_007,6,14.5353985,16.351585,0,325,Undifferentiated_KC
Sample_007_Region,130978-sample_1_lv_0046706_007,1,11.82092,11.266395,0,48,Undifferentiated_KC
Sample_007_Region,130979-sample_1_lv_0046706_007,0,-4.5866766,6.2934203,0,7,F1
Sample_007_Region,130980-sample_1_lv_0046706_007,0,-6.060142,8.8884325,0,73,Undifferentiated_KC
Sample_007_Region,130981-sample_1_lv_0046706_007,6,12.186973,13.184961,0,230,Undifferentiated_KC
Sample_007_Region,130982-sample_1_lv_0046706_007,6,14.597976,15.392402,0,835,Undifferentiated_KC
Sample_007_Region,130983-sample_1_lv_0046706_007,6,13.654817,14.519181,0,624,Undifferentiated_KC
Sample_007_Region,130984-sample_1_lv_0046706_007,17,2.3001285,14.10749,0,110,Undifferentiated_KC
Sample_007_Region,130985-sample_1_lv_0046706_007,1,5.9061937,10.959107,0,187,Undifferentiated_KC
Sample_007_Region,130986-sample_1_lv_0046706_007,6,13.655628,16.457193,0,416,Undifferentiated_KC
Sample_007_Region,130987-sample_1_lv_0046706_007,6,13.2501335,13.661604,0,240,Undifferentiated_KC
Sample_007_Region,130988-sample_1_lv_0046706_007,17,4.0677466,11.681454,0,162,Undifferentiated_KC
Sample_007_Region,130989-sample_1_lv_0046706_007,6,13.5634575,16.584406,0,422,Undifferentiated_KC
Sample_007_Region,130990-sample_1_lv_0046706_007,6,14.564757,15.507322,0,487,Undifferentiated_KC
Sample_007_Region,130991-sample_1_lv_0046706_007,1,6.2882094,10.212713,0,159,Undifferentiated_KC
Sample_007_Region,130992-sample_1_lv_0046706_007,6,14.461901,15.984157,0,350,Undifferentiated_KC
Sample_007_Region,130993-sample_1_lv_0046706_007,6,13.19586,16.772953,0,466,Undifferentiated_KC
Sample_007_Region,130994-sample_1_lv_0046706_007,4,15.400013,7.533661,0,203,Undifferentiated_KC
Sample_007_Region,130995-sample_1_lv_0046706_007,6,13.463149,16.672998,0,625,Undifferentiated_KC
Sample_007_Region,130996-sample_1_lv_0046706_007,0,-3.6830957,9.129727,0,93,Undifferentiated_KC
Sample_007_Region,130997-sample_1_lv_0046706_007,17,3.714087,11.062176,0,177,Undifferentiated_KC
Sample_007_Region,130998-sample_1_lv_0046706_007,4,8.3673725,8.902688,0,313,Undifferentiated_KC
Sample_007_Region,130999-sample_1_lv_0046706_007,4,7.4536896,9.107721,0,853,Undifferentiated_KC
Sample_007_Region,131000-sample_1_lv_0046706_007,6,13.16972,16.736015,0,155,Undifferentiated_KC
Sample_007_Region,131001-sample_1_lv_0046706_007,6,14.525066,16.181862,0,529,Undifferentiated_KC
Sample_007_Region,131002-sample_1_lv_0046706_007,1,6.2944775,10.116695,0,117,Undifferentiated_KC
Sample_007_Region,131003-sample_1_lv_0046706_007,6,13.639272,16.517334,0,177,Undifferentiated_KC
Sample_007_Region,131004-sample_1_lv_0046706_007,4,15.665489,7.795988,0,350,Undifferentiated_KC
Sample_007_Region,131005-sample_1_lv_0046706_007,6,14.698053,16.122288,0,701,Undifferentiated_KC
Sample_007_Region,131006-sample_1_lv_0046706_007,6,13.0666,16.767084,0,244,Undifferentiated_KC
Sample_007_Region,131007-sample_1_lv_0046706_007,6,13.741911,16.534204,0,392,Undifferentiated_KC
Sample_007_Region,131008-sample_1_lv_0046706_007,6,14.570713,16.373472,0,135,Undifferentiated_KC
Sample_007_Region,131009-sample_1_lv_0046706_007,6,14.667613,16.439426,0,299,Undifferentiated_KC
Sample_007_Region,131010-sample_1_lv_0046706_007,1,7.1351457,10.162957,0,583,Undifferentiated_KC
Sample_007_Region,131011-sample_1_lv_0046706_007,21,16.329638,17.667404,0,184,Undifferentiated_KC
Sample_007_Region,131012-sample_1_lv_0046706_007,1,6.592485,10.158698,0,311,Undifferentiated_KC
Sample_007_Region,131013-sample_1_lv_0046706_007,4,15.595848,8.29983,0,467,Undifferentiated_KC
Sample_007_Region,131014-sample_1_lv_0046706_007,6,14.752508,16.532997,0,139,Undifferentiated_KC
Sample_007_Region,131015-sample_1_lv_0046706_007,6,13.639237,14.482794,0,155,Undifferentiated_KC
Sample_007_Region,131016-sample_1_lv_0046706_007,6,13.7195,16.56787,0,213,Undifferentiated_KC
Sample_007_Region,131017-sample_1_lv_0046706_007,6,12.610803,15.355954,0,73,Undifferentiated_KC
Sample_007_Region,131018-sample_1_lv_0046706_007,6,14.588373,16.16107,0,408,Undifferentiated_KC
Sample_007_Region,131019-sample_1_lv_0046706_007,6,14.501565,15.658109,0,220,Undifferentiated_KC
Sample_007_Region,131020-sample_1_lv_0046706_007,0,-5.8397846,6.358564,0,9,Th
Sample_007_Region,131021-sample_1_lv_0046706_007,17,1.7915641,8.312523,0,12,Differentiated_KC
Sample_007_Region,131022-sample_1_lv_0046706_007,0,-5.930058,7.1622086,0,24,Undifferentiated_KC
Sample_007_Region,131023-sample_1_lv_0046706_007,17,3.802521,12.945762,0,79,Undifferentiated_KC
Sample_007_Region,131024-sample_1_lv_0046706_007,6,15.231282,17.061625,0,229,Undifferentiated_KC
Sample_007_Region,131025-sample_1_lv_0046706_007,10,14.326377,10.680227,0,508,Undifferentiated_KC
Sample_007_Region,131026-sample_1_lv_0046706_007,3,9.0949745,4.9284067,0,407,Undifferentiated_KC
Sample_007_Region,131027-sample_1_lv_0046706_007,6,13.726023,16.522352,0,175,Undifferentiated_KC
Sample_007_Region,131028-sample_1_lv_0046706_007,1,5.718809,11.100925,0,194,Undifferentiated_KC
Sample_007_Region,131029-sample_1_lv_0046706_007,29,2.524997,3.2334669,0,280,Undifferentiated_KC
Sample_007_Region,131030-sample_1_lv_0046706_007,6,14.678081,16.474398,0,248,Undifferentiated_KC
Sample_007_Region,131031-sample_1_lv_0046706_007,21,16.137886,17.554722,0,180,Undifferentiated_KC
Sample_007_Region,131032-sample_1_lv_0046706_007,10,13.277217,9.981748,0,75,F3
Sample_007_Region,131033-sample_1_lv_0046706_007,0,-4.766989,7.5073276,0,29,F3
Sample_007_Region,131034-sample_1_lv_0046706_007,0,-4.0508018,6.0603,0,26,F1
Sample_007_Region,131035-sample_1_lv_0046706_007,0,-2.2171776,6.1880536,0,38,F1
Sample_007_Region,131036-sample_1_lv_0046706_007,7,14.324558,12.872392,0,98,F1
Sample_007_Region,131037-sample_1_lv_0046706_007,0,-5.9520426,7.481194,0,41,Inf_mac
Sample_007_Region,131038-sample_1_lv_0046706_007,0,-4.3380017,7.661713,0,18,Undifferentiated_KC
Sample_007_Region,131039-sample_1_lv_0046706_007,10,13.443467,10.810931,0,130,F1
Sample_007_Region,131040-sample_1_lv_0046706_007,0,-5.711784,7.067914,0,36,Macro_1
Sample_007_Region,131041-sample_1_lv_0046706_007,4,16.107714,9.57305,0,79,F1
Sample_007_Region,131042-sample_1_lv_0046706_007,13,9.001741,10.585128,0,195,F1
Sample_007_Region,131043-sample_1_lv_0046706_007,0,-4.868286,8.247158,0,70,F3
Sample_007_Region,131044-sample_1_lv_0046706_007,0,-3.7400157,7.553426,0,99,Pericyte_1
Sample_007_Region,133085-sample_1_lv_0046706_007,0,-3.8472922,9.7013855,0,162,F1
